filename,page,text,page_count,url
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,11,,50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,12,"Mr. Renee Patrick Fernando
20 Kedah Flats

Spooner Road ©

Singapore 3

Dear ir. Fernsndot

I write to express my sincere thanks for your letter of condolence owr
the death of Senator Robert F. Kennedy. An event such as this, the more
tragic for being the second assassination of a Kennedy in publie life,

is indeed a source of shock and grief for all of us.

I am forwarding your letter to Washington where it may join the many
other expressions of aympathy from all arownd the world. I know that
it will be a source of comfort to the Kennedy family to know that their
profound grief ia shared by so many others. —

I know that I speak for the Kennedy family as wekl as for this Embassy
and the Government of the United States in stating how deeply all of
us appreciate your thoughts and sympathy at this time of sorrow and
difficulty. oo, be oo oe

Francis J. Galbraith —
Ambassador —

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,13,"Rene Patrick Fernando,
20, Kedah slats,
Spooner Roack,
Singapore — 3,
10-6: 68.

Dear Sir,

J am very vorry por Proubling Oo very busy anol
important man kike Tm, by waiting Ais “ih le teber.

J ama 6a, OWLFEEL2 YEARS Of APE . rey Maun
NEANPONS of 21 Fig tas letter 1s, prety to vent my
Condolence to the oak of the Late Serrator Robert
Nenntoy , TANOUGH YOU becawwe Sf RavE 70 YY ofhE2
WOOY'S oleing So. G4 wan a Very Ohock ng ari mdecoh
a Ver untimely Eertah per a VU Great man Like hima
—— a (oss thod cannor be weg hkol. My PRAYERS will
old aay 5 Jo? with. Ais farry.

My {nok egQueat 1s that, J oho be Vere muche
oblaccl and greatful. Hf you coll only Etter my nase
nthe Condolence 600k fer the lalé Sértator Robert
Kennet My nreonon for beng unable to to if personally
is that, J wasted much of my pe gotrolay bY gory
to the one Near Cokman S4rxer, thinking that the book
wan fnene. ne
Iam prcucl fo 20u thad , Jam of the greatect
Dupporter off P1ister. Robart Kennecly - But at pranewt,
J am one of rhe daddleot ia the worlh en hearing

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,14,"If you neeol ary more particulars frome Me, Ya
are always welcome to waite, Jhope yo wil/ Not
Aisappoint me, by furaning clown my ster.

d thik @ better enol my [etter hire , thartk ing You
$0 enabling my (eter hae, Jonce AYaut thank Yu.

Shank Yo:

Your's Sin cerehy .
Rent. Patrick. Fernando,

Vd na

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,15,"Mr. P. K. Thomas
» Sundridge Park Road
Singapore 13. C«;

Dear Mr. Thomas:

I write to express my sincere thanks for your latter « of condoleriee
over the death of Senator Robert F. Kennedy.

ZI know that I speak fer the Kennedy family as well as for this
Eubassy and the Government of the United States in stating how
_ deeply all of us appreciate your thoughts and sympathy: at this
_ time of sorrow and difficulty,

Sincerely,

Francis J. Galbraith
Ambassador

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,16,"P. K. Thomas,
16, Sundridge Park Road,

I, P. K. Thomas and family adore and
worship Senator Robert Kennedy as
second to Mohamed Gandhi. He is for
the poor people. He died for the
mankind's salvation. His death was

not in vain.

[hW@ren

eevee cee reeves

P. K. Thomas.

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,17," 158—D Redhill Close
Singepore 3

Dear Mr. Goh:

I write to express my sincere thanks for your letter of condolence
‘over the death of Senator Robert F, Kennedy and for your memorial
verse,

I am forwarding your letter and poem to Washington where they may
join the many other expressions of sympathy from all around the
world, I know that it will be a source of comfort to the Kennedy
family to know that their profound grief is obared by so many
others,

I know that I epeak . for the Kennedy family as , well as for this
Embassy and the Government of the United States in stating how
deeply all of us appreciate your thoughts ¢ and sympathy at this
time of sorrow and difficulty.

Sincerely,

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,18,"Goh Kong Lin,
158-D, Redhill Close,
Singapore 3.
10th June 1968.

Dear Mr. Ambassador,

Kindly forward this attached verse in dedication

to the lateSenator Robert Kennedy to the bereaved family,

and do accept my apology for the inconvenience caused.

Thanks.

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,19,"8th June 1968.

Robert Kennedy

A brother gone

A few years ago

And now death takes him

Such chance lost to serve the people

The nation mourn

The world in sorrow

For so much he could do

In bettering peace for all

A good man gone

No chance redeen

For he could lead mankind
Where love and trust are known

For hope we own

A new jeader comes

And peace on earth shall be
But his name be in history.

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,20,"June 12, 1968

I write to express my sincere thanks for your letter of condolence

over the death of Senator Robert F. Kennedy. An event such as this,

the more tragic for being the second assassination of a Kennedy in
publ#t life, is indeed a source of shock and grief for all of us.

I am forwarding your letter to Washington where it may join the many
: other expressions of sympathy from all around the world. J know that
it will be a source of comfort to the Kennedy family to know that
their profound grief is. shared by so many others.

I know that I speak for the Kennedy family as well as for this
Embassy am the Government of the United States in stating how
deeply all of us appreciate your thoughts and sympathy at this time
of sorrow and difficulty.

Sincerely,

Francis J, Galbraith
Ambassador

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,21,"| | a St A, Mandalay Ro
, - wire STATES OF AMER ob ag.
— JUN 111968

___SINGAPORE

Kan Robot Vanna Som ume he ow ad UU ae .
mo In Bee eee ee Velie Wet be
ron aren Se ype 8 ane te

PS, ons: ive ate eras any oe een taen am a

o, Paes

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,22,"Mr. Shaharudin Ahmad
Jalan Yunos

Police Barrack
Singapore 14

Dear Mr, Ahmad:

I write to express my sincere thanks for your letter of condolence
over the death of Senator Robert F. Kennedy and for your memorial

I am forwarding your letter and the story to Washington where they
may join the many other expressions of sympathy from all around the
world. I know that it will be a source of comfort to the Kennedy
family to know that their profound grief is shared by so many
others. _

I know that I speak for the Kennedy family as well as for this
Embassy and the Government of the United States in stating how
deeply all of us appreciate your thoughts and sympathy at this time
of sorrow and difficulty.

Sincerely,

‘Francis J. Galbraith

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,23,"Grae nd Award
b, Bork FF,
Sahan [wos .
Poiicrn Bavvark .
Yong Move \q

OwNe pe Dee.

Mir

Yer wath . 8 athaekered enre takes

ot VV ORAS WAL wSeral TAR wwrrd rere ot Lathe.

DR WYAre nr ath ae vide RKRelerte Kawme =e , Ow aaa, 8
Ate a lew usm, ‘te Mente tuts Lark
Bie ce anv te 8 Realixeh WAM,

ee es .

cA aS EMU , Bork $ Ao .

“ 6 * 4
rAwy WZMrr Crna x C iN Ler dsprrs WA aw ws |
ro Wan KAN w eee.

\
AM Ctr ev rlrean Qa a2

Buk

UA Was wreath’ mn_akd Axncerk , ey a

= erie i oN “A RTA nn 7

=) Vo AL ye

—

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,24,"— Kanner Bir 7

‘

Dinas , math below woah we Ke ple ew aha: mayo,

Srnn Sepat 1D wien o dom eelaln Nari Aw malow
Linke | eb ee te ot MAAN eng 2 cen eo ceo, oo -

. Sierra wrens ahve Yor done wow aiken. a MoS Vang bee Ras
Ongyw M- Caw qaeey a. PLR Asa Bian 4c Aa ram
Lebo paw Wal k= Raunt ae - ene Iwi clon
tn hawk p “sdk , Karr ar syaeta pomndar wenn we,

coy

eT r <i spe. AAAS 5 it xs i es
ve
3

: | calemmnisiae tHe An fa eran waco MeV

ae ADDU M Winn AAR Ahn cen wrrlewnr x bean oo eek ay ener
ye 7 ion Wars , ras A awn ror Wan, ctnns AV OAS LAY A arr NOMS WH
wr. wotlk  Kavana 3 OOAA Seandanit elon wl oes 4 tawg :

ay a :

RE ia. Wirt Sellar Laer 1h SN A Tan eae Es Aw ak” ia tn-
Law —— poole an - awe ean g enn gonn earaewG dow Vr ol
Lae, v ieee centage aa a . a witniak Ut Ohumren
os ALA, ops ee I aL eis Meese as saw. pli
nereh eoRansts 1 tanchathy .
. Bae yole hun pivtewwa wha , dow Warton wawn eau
Taw VER Denar Vlei peter Wedd pact A
Aor d- katy lores, Va Sommbea®h fad ermine , Ram

rs

- “oS ~ dh. ee ee le PN, IN \oete Wa -

“« Muy wr :

A CON A, vv in ~

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,25,"Acton thx sal yew ule eek Ay ~ owrmak Nekak , ow
AX- ADR BA _ ; a
“ Murnr , Kean A OO ae meh ve \KermnchaloarnK ,

Sunarowrea im tons hanweg mwa <i Leth
dla gan for enciodn Atwanly mia Welt | dengan 2 -
Falow past mmr enon 4 eee Wilden “An abron lahat
Aww ann , ow se ete S onn , wath duvig ROW Glare
Mrwrnra in A. akwr saben ie ronan waht, a, ~~
se ee ee tS VEL tea ann Onn, ov- ae :
Renken  Iahrm ae Sra “har a duns a wepek Kar

Lu enna ban 4 it ANWR AA, wine AWD ~ ken , mention

Adorn Duras cman pene wt Papeete: Murwr , snips thea int hy eal as de _

2 Vaan od
Marvr ) ala be Seam a AK- akas , omen intnagens

«

\CAWNA_ % w= -e- you ena <= Mow Banoaing te Vb Varn, na

oe ae eee arene Oe one \ Ras ene 4 wren Pos ase
was &1 piers gel es, a | Sa anes. un ant, Drereg AK
YWraAr , yWwe_tyt we NONPOAA qucte 4 Wren WA cae at Pedi
saperty oka ar eee Alor :

Chiwriea Marni sash ~w2lekapenr wrouikion - ya AK
ye tee Dn~ ar Aaa aie.) Wen, al) Se Asal wake Vee Nae
younbut wroi , an - trdaultrow wae onrnarnw Bera _

“Wom pivjamys Murnsr , Sehale rani “urn dew kelaws
otor~ wen lelcahanr . A- Sen. es * Wetmore “Yah

Lalo tn. » Aan OA) On aKA

. ,

tel Aa pl on

Muy , Wa yn el ety AK ZA xe 4, eG w—ah a Geek |

we eve ka eee ee, ee Eager or . Usn5 ae 2 Or- Sawn hog

buen Wr ' ce tOnnr—ea, TESS AN mt: ~ oo wr te ON, Wah A DAA

lao , Kalas ey ww AR - New WALA dak as a ~~ rw mara

\

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,26,"e

Terus Ce a Bown , WitaiNes, AK syveel xB. ARN
Marni . dawn Ae giro ive , ea? Verkaro woavdin
wala “ln ) Chinen Kal Danas... .--,

SRR 2 oe | lone asa aie rel, tao eu bola
Aon Ww - Susnt Rok | POS a Alen Mark , Wing -
aw ap winhown~ Aan, caper woielows ese aku en a}
Craya on marsih bow kisusclan ney - Ku dow
Mm b Seb , Unto mr ann enn Pods Wr dre , eelarnrnr—e vwralaw

UA din pub Naya Wrtyens

’

em

‘ D ps ~ = - ee Mar, Kew em hat oe
akapra w—wlane. Mr Abia Veena Weary ve Yet Sa- vi bu
Penn Slaw . noamnh dy - ans sore Vemma Waa d&arnw
enw aA “Was OK - Lomn-vbm 4 Very ae. ae eee Muarwy .
ence =\etkn UF wee 2k} ] | Re O55 ray ows
TR. wsalloam Uawn 4. MAAARAWY Yeu VWAbuy bealra on Oo Amn,
hae Yann oe Undo. dma Kam esek Karr

Dinas wraveverm gn- Relar mala bY. mamh

v

Meulsr le akounn PATA’ ; Kola ~ Wow gn Seam SER
imwsown . AW - Wsrp per lodn own hum 43, SZ dA Tan Walon, .
a - ANelan- pa\eke- Kon Dusan

S Manlom “Wha jasa Murnri - - 2 | Vea a ear

eens dn , 1 zs cies Men au o Mra ”

Voavwan , Warwt witailk tendo: weetlsian ae §

© QB wenn . * Dunas , bAechwwa Tarn, ban

»

¥

kKeradk ws VAAL len F Wt Sonny sedan ~ «A tS wh) ies

Amen sy won bow a \een Bonz | anlerx yas natn \ ete

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,27,"Dow vee Kin unbov ee a ee Rota
Sm Kip owns mmo yen. Batunas | Ne Xokn PaRal,  Wira -
rea oe ABA Done aaron ke) how mrt 3 AA
dom wiivelin wwrih wemrtn tisk hau vat _
sievdons- dane Cv ak peer wee - alean Tons ah bey

Ae heup twelak  bevdote | malo LKlnh tevlukww , a -
Drnrrs , bY os SAAN be An - Yo eeu tas
er ny, Cae ee Cnnrgrn Aw vrevokan wRravhiud i lh,
SEW 4a alow  sedov Aan a Aen \‘iathray , Towmadelwy,
|e ki, akn RK wenn %% smh , mrAtonnr bala’ ew ne = nr
Worm » bat kon yo wep nr ye Ade own yew 5
SN aK wianchahoun.., meron ho enn Ce CON Pak Vv wrtele
www Diwan aw den eee tet eka ce.
ews nea akon We pulomis ome | nmlown ok- rar
aoOw Sa- koko - my Mavi Durand. aleonn = len Vaan ee
temgay SA, ae  onvivi haw ku, yong alan me -
Wgewr ah Mun dev unbol. sah. lth cad . Aonnw ka Unwh

>

wecBspalenns Weluavenra on | Sndilut Toraga , lem be _
4
Divminws eam Vin Fen emmy _ awe KK aren
wannita Muavnir : pov Von anne
“Dew. . 2,5 2 ,) Be ew. KWivrnkR adhe -hLah Wrong lean =
arr Wath pAxep Ken enn de be Wanna ee ele oka Ronn
_Muvns 1 alen Fea  vwoen salen Ben AAS |
yams be ben frre alin Fee bonsan
Fe! hive AK - peer eee kn nc | Qn Yeo bn
ae en Dorr 4 Yowndus, We cw. Yaxynann Marnrn . ca.

ld

alinr~ Oonnkn ku Yada wry daw Aunia

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,28,"G

_Snahowr—n Vn Aw bivgkalal, weanh kendktu ad -

\onn owvronn. 9 4 Diir—e LA An Prone a AA }
pone ee dA ‘ Dee ae Pevt at, “~~

ben cam AWD SAKA | nnn a oh yaAn Sic a NA AP AA ma nn
“ Welk - - +. i: ra! ms oR \xanrenn lara _ “Mur VA
Td

— WAAR COA ~ ~ — - >: “ol

Pann Dinara Ovo aeads woe eo mA. ocr nian, inte

Wow CAM — an Vn a Muanrrwnn ala’ - EH ok w~-2AV a Bs,

a Venn a, LAAN Som Qn Yaa,

4

Nata - = 2. L |, WW ark Nea oM ne CA~ — —

Sen OWN at he tea Ov own 5 NOONE . - i. rn bet

Seta eso eae et Neen Bon

v

Mw Aonrr Dero Wer penln Neva ban namsgan

x —— ah, » we, ron mA ca RA un : 2 cry awe a, ’) sham Ma uate
ee Amon

a wn _ - A a Rn = Cn ke , NALA Sawn a Boe UA wet ooh ‘ YW ?

ON eK  - ole -. Ounrkun wen Chr, = Aa— Cnr | Chin —_

\w a 1 rina hie Yt ys PAN Oo ; Cran <n belaw Sea Pee. ;
kop ; SANA A AAG Vr—__ AGN RAT Wa SAA. bd ~~ Sn eon 5 IN GAN,
\fe. AAS wrionelkee. hea Ato \oen\ ALD Cc. — Wanner “ev Aro,

ow - clus otha « sa aw + pe ae Pek PRs a ths. Lah, ;

WN) olen - ees —- 3 NG. aX vO ' ons. Ye AN wae A AN Sts, -

amend Dre 5 , veh ; mae SA Cal, rn aes OS» a

Sek eh Aa nrhosa yen ag! i Nae - rb Koo eun Tevany wok

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,29,"@

____ Balen Dynes.
YADA Ve SAW 9% 3 : sd

Kw enapa pula ”
nk =o Aes \agt ,  smavan bn, |
een PY a mer ian Lonwr Ahn. Wen} ou

a = VA aw a \rinkes oes act BAO
ye : MES SS)

ea

“

Va

An

nN on

Lalurk Wr eann oa amet -

\eunn
aie Vu “a
~ ng ~
Vee Yaoi, nnn ie.

ke BAC JA ww Ran,

~

JSpcelns Aa = ae es Se oad”

Ae For Kall CUA  “2valie, wertrte divi - Vu; \Win nen
voevielen , Weovals |

Sud ween yor Ke ken senr

POA” MW

eahun
eek
Deayarns, Wn eee

Wrage lenRa Geet Bagere seach

pe war AA. sy .

~«

pte ) Anr~ (Lae .
owls bpen~ \e \e ak en .
BG akean iin, = Belk

oun Wx es WALL. (Wee, ep tcaie - ecg, a , ie a Clas. .

CAwmu—a~ oH La

» CQHARHK wittens ae alte in ae ee

yen you eh Qn 3 ~ wy aS
a4

Aa’ a

PON Om nN

em phanw Te jem A pvr rats
; els Ls eran. ‘2 Ww WER on 5 et an.

aw Wurun ) _

[ = » Vall Ann 2 Pot i
erie a \ ;

an Wan a O-

- -

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,30,,50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,31,"Letters with ""o retur”™ address

",50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf,32,,50,https://www.archives.gov/files/research/rfk/releases/2025/0418/pol_6_us_kennedy_07_01_1968_senator_robert_f._kennedy-part_4_of_5.pdf
